part_id,filename,material,quantity,preset,relative_path,revision,printable,calibration_status,module,notes,format,bytes
HU-H0-HHD-PLG-ROD-3P0,HU-H0-HHD-PLG-ROD-3P0_PETG.stl,PETG,1,rod_od_3p0,stl/PETG/HU-H0-HHD-PLG-ROD-3P0_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,ALL,Common 6 mm shank; material-side dimensions require calibration.,STL,109284
HU-H0-HHD-PLG-ROD-4P0,HU-H0-HHD-PLG-ROD-4P0_PETG.step,PETG,1,rod_od_4p0,step/PETG/HU-H0-HHD-PLG-ROD-4P0_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,ALL,Common 6 mm shank; material-side dimensions require calibration.,STEP,35879
HU-H0-HHD-PLG-ROD-4P0,HU-H0-HHD-PLG-ROD-4P0_PETG.stl,PETG,1,rod_od_4p0,stl/PETG/HU-H0-HHD-PLG-ROD-4P0_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,ALL,Common 6 mm shank; material-side dimensions require calibration.,STL,110184
HU-H0-HHD-PLG-ROD-5P0,HU-H0-HHD-PLG-ROD-5P0_PETG.step,PETG,1,rod_od_5p0,step/PETG/HU-H0-HHD-PLG-ROD-5P0_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,ALL,Common 6 mm shank; material-side dimensions require calibration.,STEP,44993
HU-H0-HHD-PLG-ROD-5P0,HU-H0-HHD-PLG-ROD-5P0_PETG.stl,PETG,1,rod_od_5p0,stl/PETG/HU-H0-HHD-PLG-ROD-5P0_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,ALL,Common 6 mm shank; material-side dimensions require calibration.,STL,110784
HU-H0-HHD-PLG-BLANK,HU-H0-HHD-PLG-BLANK_PETG.step,PETG,1,blank_custom,step/PETG/HU-H0-HHD-PLG-BLANK_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,ALL,Common 6 mm shank; material-side dimensions require calibration.,STEP,19162
HU-H0-HHD-PLG-BLANK,HU-H0-HHD-PLG-BLANK_PETG.stl,PETG,1,blank_custom,stl/PETG/HU-H0-HHD-PLG-BLANK_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,ALL,Common 6 mm shank; material-side dimensions require calibration.,STL,62484
HU-H0-HHD-CPN-SOCKET-LOCK,HU-H0-HHD-CPN-SOCKET-LOCK_PETG.step,PETG,1,snap_0p15_0p25_0p35,step/PETG/HU-H0-HHD-CPN-SOCKET-LOCK_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,CALIBRATION,Print before any base/socket quantity.,STEP,707463
HU-H0-HHD-CPN-SOCKET-LOCK,HU-H0-HHD-CPN-SOCKET-LOCK_PETG.stl,PETG,1,snap_0p15_0p25_0p35,stl/PETG/HU-H0-HHD-CPN-SOCKET-LOCK_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,CALIBRATION,Print before any base/socket quantity.,STL,657684
HU-H0-HHD-CPN-STEM-PLUG-FIT,HU-H0-HHD-CPN-STEM-PLUG-FIT_PETG.step,PETG,1,holes_6p10_to_6p40,step/PETG/HU-H0-HHD-CPN-STEM-PLUG-FIT_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,CALIBRATION,Print before selecting the 6 mm socket receiver fit.,STEP,1593186
HU-H0-HHD-CPN-STEM-PLUG-FIT,HU-H0-HHD-CPN-STEM-PLUG-FIT_PETG.stl,PETG,1,holes_6p10_to_6p40,stl/PETG/HU-H0-HHD-CPN-STEM-PLUG-FIT_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,CALIBRATION,Print before selecting the 6 mm socket receiver fit.,STL,1573984
HU-H0-HHD-GAG-ANGLE,HU-H0-HHD-GAG-ANGLE_PETG.step,PETG,1,standard,step/PETG/HU-H0-HHD-GAG-ANGLE_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Reference-only setup gauge.,STEP,1477050
HU-H0-HHD-GAG-ANGLE,HU-H0-HHD-GAG-ANGLE_PETG.stl,PETG,1,standard,stl/PETG/HU-H0-HHD-GAG-ANGLE_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Reference-only setup gauge.,STL,980884
HU-H0-HHD-GAG-HEIGHT-BASE,HU-H0-HHD-GAG-HEIGHT-BASE_PETG.step,PETG,1,base,step/PETG/HU-H0-HHD-GAG-HEIGHT-BASE_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Attach to a purchased ruler or stick; not a printed tall gauge.,STEP,225839
HU-H0-HHD-GAG-HEIGHT-BASE,HU-H0-HHD-GAG-HEIGHT-BASE_PETG.stl,PETG,1,base,stl/PETG/HU-H0-HHD-GAG-HEIGHT-BASE_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Attach to a purchased ruler or stick; not a printed tall gauge.,STL,44684
HU-H0-HHD-GAG-HEIGHT-650,HU-H0-HHD-GAG-HEIGHT-650_PETG.step,PETG,1,650,step/PETG/HU-H0-HHD-GAG-HEIGHT-650_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Attach to a purchased ruler or stick; not a printed tall gauge.,STEP,353784
HU-H0-HHD-GAG-HEIGHT-650,HU-H0-HHD-GAG-HEIGHT-650_PETG.stl,PETG,1,650,stl/PETG/HU-H0-HHD-GAG-HEIGHT-650_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Attach to a purchased ruler or stick; not a printed tall gauge.,STL,286784
HU-H0-HHD-GAG-HEIGHT-750,HU-H0-HHD-GAG-HEIGHT-750_PETG.step,PETG,1,750,step/PETG/HU-H0-HHD-GAG-HEIGHT-750_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Attach to a purchased ruler or stick; not a printed tall gauge.,STEP,273105
HU-H0-HHD-GAG-HEIGHT-750,HU-H0-HHD-GAG-HEIGHT-750_PETG.stl,PETG,1,750,stl/PETG/HU-H0-HHD-GAG-HEIGHT-750_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Attach to a purchased ruler or stick; not a printed tall gauge.,STL,174084
HU-H0-HHD-GAG-HEIGHT-850,HU-H0-HHD-GAG-HEIGHT-850_PETG.step,PETG,1,850,step/PETG/HU-H0-HHD-GAG-HEIGHT-850_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Attach to a purchased ruler or stick; not a printed tall gauge.,STEP,377363
HU-H0-HHD-GAG-HEIGHT-850,HU-H0-HHD-GAG-HEIGHT-850_PETG.stl,PETG,1,850,stl/PETG/HU-H0-HHD-GAG-HEIGHT-850_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,TOOLS,Attach to a purchased ruler or stick; not a printed tall gauge.,STL,343984
HU-H0-HHD-MAP-A,HU-H0-HHD-MAP-A_PETG.step,PETG,1,layout_standard_v001_a,step/PETG/HU-H0-HHD-MAP-A_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,A,Transfer aid only; CSV/JSON remain the design authority.,STEP,2222249
HU-H0-HHD-MAP-A,HU-H0-HHD-MAP-A_PETG.stl,PETG,1,layout_standard_v001_a,stl/PETG/HU-H0-HHD-MAP-A_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,A,Transfer aid only; CSV/JSON remain the design authority.,STL,1912784
HU-H0-HHD-MAP-B,HU-H0-HHD-MAP-B_PETG.step,PETG,1,layout_standard_v001_b,step/PETG/HU-H0-HHD-MAP-B_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,B,Transfer aid only; CSV/JSON remain the design authority.,STEP,2152312
HU-H0-HHD-MAP-B,HU-H0-HHD-MAP-B_PETG.stl,PETG,1,layout_standard_v001_b,stl/PETG/HU-H0-HHD-MAP-B_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,B,Transfer aid only; CSV/JSON remain the design authority.,STL,1786284
HU-H0-HHD-MAP-C,HU-H0-HHD-MAP-C_PETG.step,PETG,1,layout_standard_v001_c,step/PETG/HU-H0-HHD-MAP-C_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,C,Transfer aid only; CSV/JSON remain the design authority.,STEP,1991784
HU-H0-HHD-MAP-C,HU-H0-HHD-MAP-C_PETG.stl,PETG,1,layout_standard_v001_c,stl/PETG/HU-H0-HHD-MAP-C_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,C,Transfer aid only; CSV/JSON remain the design authority.,STL,1567884
HU-H0-HHD-MAP-D,HU-H0-HHD-MAP-D_PETG.step,PETG,1,layout_standard_v001_d,step/PETG/HU-H0-HHD-MAP-D_PETG.step,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,D,Transfer aid only; CSV/JSON remain the design authority.,STEP,2239790
HU-H0-HHD-MAP-D,HU-H0-HHD-MAP-D_PETG.stl,PETG,1,layout_standard_v001_d,stl/PETG/HU-H0-HHD-MAP-D_PETG.stl,v0.1.0-fixed-root-layout,true,CALIBRATION_PENDING,D,Transfer aid only; CSV/JSON remain the design authority.,STL,1746084
HU-H0-HHD-STANDARD,HU-H0-HHD_standard_fixed_root.step,ASSEMBLY,1,layout_standard_v001,preview/HU-H0-HHD_standard_fixed_root.step,v0.1.0-fixed-root-layout,false,CALIBRATION_PENDING,ASSEMBLY,54-solid preview only; no STL and no full-machine hardware.,STEP,5039197
