plate_no,plate_name,material,part_id,rotated_90,bbox_x,bbox_y,safe,gap,plate_inner_margin,nominal_plate_size,local_x_min,local_y_min,local_x_max,local_y_max,status
1,01_rigid_all_dense,RIGID,PS-WEED-V001-SHEAR-PIN-S,False,26.0,4.5,240.0,4.0,12.0,256.0,170.5,132.0,196.5,136.5,PASS
1,01_rigid_all_dense,RIGID,PS-WEED-V001-SHEAR-PIN-S,False,26.0,4.5,240.0,4.0,12.0,256.0,170.5,140.5,196.5,145.0,PASS
1,01_rigid_all_dense,RIGID,PS-WEED-V001-SHEAR-PIN-S,False,26.0,4.5,240.0,4.0,12.0,256.0,170.5,149.0,196.5,153.5,PASS
2,02_rigid_all_dense,RIGID,PS-WEED-V001-RAKE-ARM-R,False,164.0,18.0,240.0,4.0,12.0,256.0,14.0,14.0,178.0,32.0,PASS
2,02_rigid_all_dense,RIGID,PS-WEED-V001-FRONT-MINI-FLOAT-R,True,30.0,96.0,240.0,4.0,12.0,256.0,182.0,14.0,212.0,110.0,PASS
2,02_rigid_all_dense,RIGID,PS-WEED-V001-SKID-HEIGHT-PLATE-S,True,34.0,74.0,240.0,4.0,12.0,256.0,216.0,14.0,250.0,88.0,CHECK_OR_SPLIT
2,02_rigid_all_dense,RIGID,PS-WEED-V001-SKID-HEIGHT-PLATE-S,True,34.0,74.0,240.0,4.0,12.0,256.0,216.0,92.0,250.0,166.0,CHECK_OR_SPLIT
2,02_rigid_all_dense,RIGID,PS-WEED-V001-MANUAL-DROP-LEVER,True,26.0,86.0,240.0,4.0,12.0,256.0,14.0,114.0,40.0,200.0,PASS
2,02_rigid_all_dense,RIGID,PS-WEED-V001-DROP-LATCH,True,28.0,74.0,240.0,4.0,12.0,256.0,14.0,36.0,42.0,110.0,PASS
2,02_rigid_all_dense,RIGID,PS-WEED-V001-PTO-DROP-CAM,True,35.989,44.997,240.0,4.0,12.0,256.0,14.0,204.0,49.989,248.997,CHECK_OR_SPLIT
2,02_rigid_all_dense,RIGID,PS-WEED-V001-RAKE-TINE-S,True,12.0,86.0,240.0,4.0,12.0,256.0,44.0,114.0,56.0,200.0,PASS
2,02_rigid_all_dense,RIGID,PS-WEED-V001-RAKE-TINE-S,False,86.0,12.0,240.0,4.0,12.0,256.0,60.0,36.0,146.0,48.0,PASS
2,02_rigid_all_dense,RIGID,PS-WEED-V001-RAKE-TINE-S,True,12.0,86.0,240.0,4.0,12.0,256.0,150.0,36.0,162.0,122.0,PASS
2,02_rigid_all_dense,RIGID,PS-WEED-V001-RAKE-TINE-S,True,12.0,86.0,240.0,4.0,12.0,256.0,166.0,36.0,178.0,122.0,PASS
2,02_rigid_all_dense,RIGID,PS-WEED-V001-DROP-LIMIT-STOP,True,20.0,45.0,240.0,4.0,12.0,256.0,53.989,204.0,73.989,249.0,CHECK_OR_SPLIT
2,02_rigid_all_dense,RIGID,PS-WEED-V001-DROP-LIMIT-STOP,True,20.0,45.0,240.0,4.0,12.0,256.0,182.0,114.0,202.0,159.0,PASS
